"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Canada","2011","Rural","Male","Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2013","1060",""
"Canada","2011","Rural","Male","Church of Jesus Christ of Latter-day Saints","Census - de jure - complete tabulation","Final figure, complete","2013","10295",""
"Canada","2011","Rural","Male","Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","500",""
"Canada","2011","Rural","Male","Church of Nazarene","Census - de jure - complete tabulation","Final figure, complete","2013","1045",""
"Canada","2011","Rural","Male","Coptic Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","125",""
"Canada","2011","Rural","Male","Doukhobors","Census - de jure - complete tabulation","Final figure, complete","2013","385",""
"Canada","2011","Rural","Male","Dutch Reformed","Census - de jure - complete tabulation","Final figure, complete","2013","935",""
"Canada","2011","Rural","Male","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2013","10305",""
"Canada","2011","Rural","Male","Evangelical Free Church","Census - de jure - complete tabulation","Final figure, complete","2013","1210",""
"Canada","2011","Rural","Male","Evangelical Missionary Church","Census - de jure - complete tabulation","Final figure, complete","2013","1470",""
"Canada","2011","Rural","Male","Free Methodists","Census - de jure - complete tabulation","Final figure, complete","2013","2130",""
"Canada","2011","Rural","Male","Gnostic","Census - de jure - complete tabulation","Final figure, complete","2013","20",""
"Canada","2011","Rural","Male","Greek Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","5975",""
"Canada","2011","Rural","Male","Hindu","Census - de jure - complete tabulation","Final figure, complete","2013","2585",""
"Canada","2011","Rural","Male","Humanist","Census - de jure - complete tabulation","Final figure, complete","2013","210",""
"Canada","2011","Rural","Male","Interdenominational","Census - de jure - complete tabulation","Final figure, complete","2013","145",""
"Canada","2011","Rural","Male","Islam ","Census - de jure - complete tabulation","Final figure, complete","2013","5310",""
"Canada","2011","Rural","Male","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2013","11485",""
"Canada","2011","Rural","Male","Jewish","Census - de jure - complete tabulation","Final figure, complete","2013","3825",""
"Canada","2011","Rural","Male","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2013","60475",""
"Canada","2011","Rural","Male","Mennonite","Census - de jure - complete tabulation","Final figure, complete","2013","41740",""
"Canada","2011","Rural","Male","Methodist","Census - de jure - complete tabulation","Final figure, complete","2013","1635",""
"Canada","2011","Rural","Male","Mission de l'Esprit Saint","Census - de jure - complete tabulation","Final figure, complete","2013","65",""
"Canada","2011","Rural","Male","Moravian","Census - de jure - complete tabulation","Final figure, complete","2013","1280",""
"Canada","2011","Rural","Male","New Age","Census - de jure - complete tabulation","Final figure, complete","2013","95",""
"Canada","2011","Rural","Male","New Apostolic","Census - de jure - complete tabulation","Final figure, complete","2013","245",""
"Canada","2011","Rural","Male","Non-denominational","Census - de jure - complete tabulation","Final figure, complete","2013","4910",""
"Canada","2011","Rural","Male","Pagan","Census - de jure - complete tabulation","Final figure, complete","2013","1130",""
"Canada","2011","Rural","Male","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2013","48120",""
"Canada","2011","Rural","Male","Presbyterian","Census - de jure - complete tabulation","Final figure, complete","2013","51495",""
"Canada","2011","Rural","Male","Protestant nfd","Census - de jure - complete tabulation","Final figure, complete","2013","58110",""
"Canada","2011","Rural","Male","Quakers","Census - de jure - complete tabulation","Final figure, complete","2013","265",""
"Canada","2011","Rural","Male","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2013","45",""
"Canada","2011","Rural","Male","Reorganized Church of Latter-day Saints","Census - de jure - complete tabulation","Final figure, complete","2013","550",""
"Canada","2011","Rural","Male","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","1304040",""
"Canada","2011","Rural","Male","Romanian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","175",""
"Canada","2011","Rural","Male","Russian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","535",""
"Canada","2011","Rural","Male","Salvation Army","Census - de jure - complete tabulation","Final figure, complete","2013","11700",""
"Canada","2011","Rural","Male","Satanist","Census - de jure - complete tabulation","Final figure, complete","2013","75",""
"Canada","2011","Rural","Male","Scientology","Census - de jure - complete tabulation","Final figure, complete","2013","75",""
"Canada","2011","Rural","Male","Serbian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","155",""
"Canada","2011","Rural","Male","Sikh","Census - de jure - complete tabulation","Final figure, complete","2013","5475",""
"Canada","2011","Rural","Male","Spiritualist","Census - de jure - complete tabulation","Final figure, complete","2013","115",""
"Canada","2011","Rural","Male","Swedenborgian (New Church)","Census - de jure - complete tabulation","Final figure, complete","2013","35",""
"Canada","2011","Rural","Male","Taoist","Census - de jure - complete tabulation","Final figure, complete","2013","180",""
"Canada","2011","Rural","Male","Ukrainian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","2030",""
"Canada","2011","Rural","Male","Unitarian","Census - de jure - complete tabulation","Final figure, complete","2013","640",""
"Canada","2011","Rural","Male","United Church","Census - de jure - complete tabulation","Final figure, complete","2013","295820",""
"Canada","2011","Rural","Male","Unity-New Thought-Pantheist","Census - de jure - complete tabulation","Final figure, complete","2013","40",""
"Canada","2011","Rural","Male","Vineyard Christian Fellowship","Census - de jure - complete tabulation","Final figure, complete","2013","205",""
"Canada","2011","Rural","Male","Wesleyan","Census - de jure - complete tabulation","Final figure, complete","2013","3330",""
"Canada","2011","Rural","Male","Worldwide Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","55",""
"Canada","2011","Rural","Male","Zoroastrian","Census - de jure - complete tabulation","Final figure, complete","2013","50",""
"Canada","2011","Rural","Male","Other Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","1590",""
"Canada","2011","Rural","Male","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2013","0",""
"Canada","2011","Rural","Male","Other Orthodox Churches","Census - de jure - complete tabulation","Final figure, complete","2013","3350",""
"Canada","2011","Rural","Male","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2013","3815",""
"Canada","2011","Rural","Male","Other Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","5595",""
"Canada","2011","Rural","Male","No Religion","Census - de jure - complete tabulation","Final figure, complete","2013","711090",""
"Canada","2011","Rural","Male","Ukrainian Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","5310",""
"Canada","2011","Rural","Male","Apostolic Christian Church","Census - de jure - complete tabulation","Final figure, complete","2013","120",""
"Canada","2011","Rural","Male","Brethren in Christ","Census - de jure - complete tabulation","Final figure, complete","2013","3090",""
"Canada","2011","Rural","Male","Christians, n.i.e.","Census - de jure - complete tabulation","Final figure, complete","2013","118845",""
"Canada","2011","Rural","Male","Canadian Reformed Church","Census - de jure - complete tabulation","Final figure, complete","2013","2440",""
"Canada","2011","Rural","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2013","3040360",""
"Canada","2011","Rural","Female","Aboriginal spirituality","Census - de jure - complete tabulation","Final figure, complete","2013","22175",""
"Canada","2011","Rural","Female","Adventist","Census - de jure - complete tabulation","Final figure, complete","2013","4805",""
"Canada","2011","Rural","Female","Agnostic","Census - de jure - complete tabulation","Final figure, complete","2013","2045",""
"Canada","2011","Rural","Female","Anglican","Census - de jure - complete tabulation","Final figure, complete","2013","219270",""
"Canada","2011","Rural","Female","Antiochian Orthodox Christian","Census - de jure - complete tabulation","Final figure, complete","2013","20",""
"Canada","2011","Rural","Female","Armenian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2013","65",""
"Canada","2011","Rural","Female","Associated Gospel","Census - de jure - complete tabulation","Final figure, complete","2013","885",""
"Canada","2011","Rural","Female","Atheist","Census - de jure - complete tabulation","Final figure, complete","2013","2340",""
"Canada","2011","Rural","Female","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2013","1145",""
"Canada","2011","Rural","Female","Baptist","Census - de jure - complete tabulation","Final figure, complete","2013","91475",""
"Canada","2011","Rural","Female","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2013","5005",""
